0001.wav|CAPITULO UNO						
1372.wav|acaso buena parte de sus ganancias						
1373.wav|De tiempo en tiempo recibía yo en el colegio algún regalo suyo, magníficas frutas, mangos cordobeses, piñas antecas, y naranjas‐limas 						
1374.wav|Algunas veces dinero, después que pasaba la cosecha del tabaco y del café						
1375.wav|Al recibir los diez o doce pesos me decía—«¡Andrés está en fondos!» Y me alegraba yo por él y por mis tías						
1376.wav|Cierta ocasión recibí una cajita de puros						
1377.wav|Me la entregó Ricardo Tejeda						
1378.wav|Dentro de la carta de la tía Pepa venía una tira de papel, en la cual escribió Andrés, con aquella su letra torpe y desgarbada, «Para que chupes 						
1379.wav|Ya eres grandecito, y ya te gustarán los buenos puros						
1380.wav|Decía mi amo que un puro bien revoleado disimula la arranquera»						
1381.wav|Entonces no me gustaba el tabaco						
1382.wav|Ricardo se fumó todos los puros						
1383.wav|El domingo se me presentaba hecho un figurín—Rodolfo dame uno de aquellos de nuestra tierra						
1384.wav|El dio cuenta de los tabacos;						
1385.wav|él, que no tenía necesidad de disimular la arranquera						
1386.wav|El fiel servidor, establecido en Villaverde, allá por el barrio de San Antonio,						
1387.wav|en una tienda que se llamaba «La Legalidad», fué, como siempre, una providencia para las tías						
1388.wav|Desde luego resolvió que ellas le asistieran, y por ello pagaba más de lo justo						
1389.wav|—Que nada falte; —repetía—veremos hasta dónde alcanza la pita						
1390.wav|Nada de esto me dijo;						
1391.wav|lo supe más tarde de boca de la tía Pepa						
1392.wav|El buen viejo se limitó a ofrecerme lo que acaso no le era dable hacer—gastarse cuanto tenía						
1393.wav|Ni la salud de Andrés ni su «piquillo» resistirían cuatro años de gastos, y cuatro años, cuando menos,						
1394.wav|me serían necesarios para que tuviera yo un título y pudiera tratar de compañero al doctor Sarmiento o al Licenciado 						
1395.wav|Castro Pérez						
1396.wav|Hube de conformarme con lo que la suerte me deparaba						
1397.wav|Me resigné a dejar los libros y a renunciar a las alegrías de la vida estudiantil,						
1398.wav|para buscar en Villaverde lo que tal vez no faltaría, un destino que me proporcionara cada mes algunos duros						
1399.wav|Confiaba yo en la bondad de mis paisanos, en la benevolencia de nuestros amigos,						
1400.wav|para quienes no era un misterio la situación precaria de mis tías						
1401.wav|Me lisonjeaba la idea de que iban a cesar en aquella casa dificultades y miserias						
1402.wav|Tal vez, en lo futuro, gozaríamos de vida más tranquila;						
1403.wav|y, a decir verdad, me halagaba ser el jefe de la casa						
1404.wav|Con más dinero la enferma sería mejor atendida, la veríamos aliviada, y acaso recobraría la salud						
1405.wav|A nadie comuniqué mis proyectos						
1406.wav|Procuré, no sin esfuerzo, que me vieran alegre y contento						
1407.wav|Estaba yo apenado y triste						
1408.wav|No me creía yo extraño en aquella casa, ni me sentía degradado al recibir de las pobres ancianas cuanto me era necesario; 						
1409.wav|no; porque el afecto filial con que las veía, y el cariño maternal con que siempre me trataron,						
1410.wav|alejaban de mi ánimo toda idea mezquina y todo pensamiento humillante						
1411.wav|Durante varios días estuve abatido						
1412.wav|Por la noche, a buena horita, me encerraba yo en mi cuarto, me metía en la cama, y me ponía a leer						
1413.wav|Leía yo páginas y páginas, sin parar mientes en los conceptos						
1414.wav|En un vetusto armario me hallé varios libros, una Historia de Napoleón;						
1415.wav|no recuerdo qué obra clásica de arte militar, y ¡oh dicha! dos o tres volúmenes de Walter Scott						
1416.wav|Tomé uno, «La Novia de Lammermoor»						
1417.wav|En pocas noches le dí fin						
1418.wav|Al acabar la última página advertí que aquella lectura había sido inútil						
1419.wav|Mi cabeza no estaba para novelas						
1420.wav|Temprano, antes de que se despertaran mis tías, salía yo al patio						
1421.wav|Allí me lavaba yo en una gran jofaina que desde la víspera ponían para mí en el borde de la fuente, entre los tiestos floridos, 						
1422.wav|bajo la copa aparasolada de un floripondio cuyas campanas de raso se columpiaban al soplo vivífico de los vientos matinales, 						
1423.wav|mientras en jaulas y ramajes cantaban los pajarillos la incomparable alborada otoñal						
1424.wav|El agua retozaba en el surtidor y caía desbordante en el pilón						
1425.wav|En la superficie del cristalino líquido bogaban pétalos y flores caídos durante la noche						
1426.wav|Se me antojaban esquifes, góndolas maravillosas en que bogaban seres invisibles						
1427.wav|Volvía yo a mi cuarto						
1428.wav|A poco principiaba Angelina su matinal faena						
1429.wav|Pronto resonaba en el corredor el ruido de su escoba						
1430.wav|En los labios de la joven susurraba alegre cancioncilla que parecía un eco suave, apenas perceptible,						
1431.wav|de la que cantaban los alados músicos en su prisión de cañas y en la copa de los naranjos ornados ya con amarillas pomas 						
1432.wav|Al salir me detenía a conversar con la doncella						
1433.wav|La trataba yo como a una hermana predilecta, y procuraba inspirarle confianza;						
1434.wav|pero ella se mostraba siempre, reservada y asustadiza						
1435.wav|Sin embargo, no tardé en comprender que aquel airecillo gazmoño que tanto me chocó en Angelina el primer día,						
1436.wav|no era más que timidez de bondad, muy en harmonía con su carácter y su belleza, muy natural en quien había tenido tanto que llorar 						
1437.wav|La plática, iniciada con una frase lisonjera en elogio de su diligencia,						
1438.wav|se iba enredando poco a poco, sin saber cómo, y más de una vez la tía Pepilla vino a interrumpir nuestra charla						
1439.wav|¡Dulces instantes aquellos! Angelina, de pie cerca del pretil,						
1440.wav|envuelta en el rebozo, caídos los brazos con placentera indolencia, entre las manos la escoba perezosa						
1441.wav|Yo a horcajadas en una silla, o puesto un pie en el travesaño						
1442.wav|Ella, escuchándome cariñosa;						
1443.wav|yo, bañado en la luz de sus rasgados ojos						
1444.wav|A las veces, si algún ruido nos anunciaba que tía Pepa venía, sin motivo,						
1445.wav|sin saber por qué, nos despedíamos de prisa, y salía yo con rumbo a los barrios más distantes						
1446.wav|Volvía yo a la hora del desayuno						
1447.wav|Ya la casa estaba lista, barrido el corredor, arreglada la salita, dispuesta la mesa						
1448.wav|La doncella solía sentarse a mi lado						
1449.wav|Me atendía y me servía como una hermana cariñosa al chicuelo preferido, dispuesta a satisfacer todos mis deseos y caprichos, adivinándome el pensamiento 						
1450.wav|Mi tía parecía complacerse en aquella dulce y sencilla fraternidad						
1451.wav|Cualquiera que nos viese juntos a los tres, habría creído que éramos dos hermanos, y que la anciana era nuestra madre 						
1452.wav|El desayuno duraba frecuentemente una hora						
1453.wav|Tía Pepa charlaba a su sabor						
1454.wav|Yo y Angelina no sentíamos correr el tiempo						
1455.wav|La anciana se levantaba para ir a sus quehaceres, y al pasar detrás de nosotros se detenía y nos acariciaba;						
1456.wav|a mí, estrechando mi frente entre sus manos;						
1457.wav|a ella, dándole una palmadita en cada mejilla						
1458.wav|Un campanillazo solía poner término a nuestra conversación						
1459.wav|Era que tía Carmen llamaba						
1460.wav|—¿Dónde está mi Angelina?						
1461.wav|¿Qué hace mi Angelina que no viene?						
1462.wav|CAPITULO DOCE						
1463.wav|Entonces iba yo a saludar a la enferma						
1464.wav|La pobrecilla pasaba muy malas noches						
1465.wav|Padecía insomnios, y ataques de convulsión que la obligaban a dejar el lecho por algunas horas y a pasearse por el aposento, apoyada en el brazo de Angelina 						
1466.wav|—¡Es para mí una hermana de la Caridad!—me decía la tía Carmen						
1467.wav|—Conmigo no tiene la pobrecilla sueño tranquilo						
1468.wav|Y a Angelina—¡Pobre de tí! ¡Eres muy buena, muy buena! ¿Qué obligación tienes de velar mi sueño?						
1469.wav|Me da pena llamarte, ¡sí, me da pena! Si lo hago es porque no quiero despertar a Pepa						
1470.wav|La infeliz cae rendida, y ya no está para eso						
1471.wav|En tanto que yo conversaba con la enferma, en el corredor más lejano se reunían los discípulos veinte o treinta niñitos de las principales familias de Villaverde; 						
1472.wav|un coro de querubines traviesos y mimados						
1473.wav|Pronto resonaba en el patio el rumor alegre del estudio						
1474.wav|La buena señora daba lección a cada niño, y luego se ponía al trabajo en una mesa larga y angosta						
1475.wav|De manos de mi tía, hábiles por extremo, salían todos los ramilletes que adornaban las iglesias de Villaverde						
1476.wav|Flores de mil clases y colores						
1477.wav|Unas, fantásticas, de papel dorado y plateado;						
1478.wav|otras, las más bellas, tan propias y bien dispuestas, que, a cierta distancia, nadie las distinguiría de las naturales						
1479.wav|Allí, torciendo alambres, enhebrando capullos, acocando pétalos, pintando hojillas, se pasaba mi tía toda la mañana, y toda la tarde 						
1480.wav|Sólo dejaba su labor para atender a los niños y tomarles la lección						
1481.wav|La joven venía en ayuda de la anciana						
1482.wav|La doncella se pintaba para aquellas labores						
1483.wav|De su mano recibían flores y ramilletes el último toque						
1484.wav|¡Qué guirnaldas y qué festones aquellos! Gallardos, sueltos, flexibles,						
1485.wav|como las guías de convólvulos y cabriólalos que sombreaban la fuente						
1486.wav|Las rosas						
1487.wav|¡ah! ¡las rosas! Lindas y espléndidas salían de manos de la anciana;						
1488.wav|pero Angelina las embellecía al tocarlas						
1489.wav|Un tallo duro, una hoja rebelde, un pétalo sin gracia, todo recibía de la joven singular hermosura						
1490.wav|Parecía que a través de los ramilletes pasaba un soplo primaveral que daba a las flores vida y lozanía						
1491.wav|Los niños, atraídos por tanta belleza, dejaban sus sillitas, y paso a paso se iban colocando en torno de la florista						
1492.wav|Con las manos detrás, ocultando el libro, permanecían largo rato, embobados y boquiabiertos, delante de tantas maravillas 						
1493.wav|A las doce concluía la tarea						
1494.wav|Los criados llegaban por los niños, y era la hora de la lección						
1495.wav|Mi tía se mostraba severa, fruncía el ceño, reprendía, amenazaba						
1496.wav|Los chicos preferían que Angelina les tomase la lección						
1497.wav|Ella, paciente y bondadosa, conseguía que los niños estuvieran atentos,						
1498.wav|y con una mirada o una caricia ponía orden en aquella turba de diablillos rubios, vestidos con faldellines de seda						
1499.wav|Angelina era una muchacha muy inteligente						
1500.wav|Escribía con mucho primor						
1501.wav|Linda letra la suya;						
1502.wav|suelta, cursiva, elegantísima, sin que lo donairoso de los trazos le hiciera perder esa suavidad del carácter femenil que no sólo se manifiesta en el estilo, 						
1503.wav|sino que trasciende a la forma de las letras, siempre que la mujer no presume de sabia o gusta de llamar la atención						
1504.wav|Difícilmente se le escapaba una falta de ortografía						
1505.wav|Escribía como hablaba, con mucha naturalidad y sencillez, sin rebuscar frases ni atildamientos,						
1506.wav|siguiendo el orden lógico de las ideas, ajena a la calculada afectación, que hace del estilo epistolar una cosa insoportable y ridícula 						
1507.wav|Mas no por eso caía en el extremo opuesto, en las fórmulas de rito y en los conceptos de estampilla						
1508.wav|Era muy dada a los libros;						
1509.wav|pero sólo leía cuando se lo permitían sus quehaceres						
1510.wav|Leía todas las noches el «Año Cristiano», y se sabía al dedillo las vidas de los santos						
1511.wav|Una noche le tocó leer la vida de Santa Teresa						
1512.wav|—¡Jesús!—exclamó						
1513.wav|—Si ya me la sé de memoria						
1514.wav|¡Puedo repetirla del pe al pa!						
1515.wav|Y como tía Carmen dudara, Angelina refirió, con muy buen acuerdo y muy donosamente, la vida de la mística						
1516.wav|Cosa rara en una joven;						
1517.wav|gustaba de los libros serios y se perecía por los históricos						
1518.wav|Había leído tres o cuatro veces la «Historia» de Alamán, y solía atreverse contra los juicios del célebre escritor,						
1519.wav|no sin gran disgusto de mi tía Pepa, para quien los dichos de don Lucas eran un evangelio						
1520.wav|Discurría de historia patria con mucha donosura, sonriendo, sin fatuidades ni alardes de saber						
1521.wav|Valdría la pena consignar aquí el juicio de Angelina acerca de algunos libros						
1522.wav|Para ella no había mejor novelista que Fernán Caballero, ni peor novelador que Pérez Escrich						
1523.wav|—Abrir un libro de esos, la «Mujer Adúltera», la «Esposa Mártir», y tener sueño, ¡todo es uno! ¿Novelas?						
1524.wav|De Fernán Caballero						
1525.wav|Sus personajes me parecen vivitos, de carne y hueso						
1526.wav|¡Aquello sí que es verdad! Comen, duermen						
1527.wav|¡Si me parecen gentes a quienes trato todos los días! Yo no entiendo de esas cosas						
1528.wav|pero los libros de Fernán me gustan porque pintan la vida tal y como es						
1529.wav|¿Ha leído usted «La Gaviota?						
1530.wav|» «¿Elia?						
1531.wav|» «¿Lágrimas?						
1532.wav|—¿Y de Cervantes, qué me dice usted, Angelina?						
1533.wav|—¡Eso es aparte! «¿El Quijote?						
1534.wav|» Es algo que parece novela y acaso no lo es						
1535.wav|—Pues entonces						
1536.wav|—No acierto a explicarme						
1537.wav|Si, es una novela;						
1538.wav|pero algo hay en ese libro que le pone por encima de todas las novelas						
1539.wav|Me pasaba largas horas conversando con Angelina						
1540.wav|A pesar del estado de mi ánimo y del abatimiento de mi espíritu, cuando tejía con ella la red de viva plática, recobraba yo mi buen humor de otro tiempo, 						
1541.wav|y me volvía alegre y jovial, y me olvidaba de esas enervantes melancolías que han sido, y acaso todavía lo son, nota sombría de mi carácter; 						
1542.wav|de este carácter mío soñador y lánguido, dado a la pereza y al fantaseo, al delirio vago y a la meditación sin objeto						
1543.wav|Perniciosa melancolía, nacida tal vez en mi alma cuando viví lejos de mi familia,						
1544.wav|condenado a las soledades de un colegio, cuyos claustros vetustos entenebrecieron mi espíritu;						
1545.wav|melancolía que me arrastra a los campos y a la espesura de los bosques,						
1546.wav|para extasiarme largas horas ante el espectáculo deslumbrador, a orillas de laguna adormecida, escondido entre los juncos; 						
1547.wav|para abismarme en la contemplación de una flor desconocida, modesta y rústica beldad						
1548.wav|Sentimiento tristísimo de la naturaleza que me hace odiosos el mundo ruidoso y frívolo y los atractivos de una sociedad vanidosa; 						
1549.wav|sentimiento profundo de las bellezas del mundo físico, sentimiento que desarrollan en mí los poetas y novelistas románticos 						
1550.wav|Por fortuna me he redimido un tanto de las preocupaciones y falsas ideas del romanticismo,						
1551.wav|y aunque no del todo exento de ellas, pues aún me queda en el alma lamartiniana levadura,						
1552.wav|miro la vida de otro modo, no pretendo que todo sea a mi gusto y a medida de mi deseo, y vivo tranquilo,						
1553.wav|cómo vive toda buena persona, sin que me atormenten poéticos anhelos, ni me divaguen devaneos inútiles, ni me amarguen delicadas sensiblerías 						
1554.wav|CAPITULO TRECE						
1555.wav|A las diez de la mañana tomaba yo el sombrero y me iba a pasear por la ciudad						
1556.wav|Al principio preferí los arrabales, los callejones sombríos, las márgenes pintorescas del Pedregoso o las plazoletas de la Alameda, 						
1557.wav|vasto cuadro sembrado de fresnos, al pie de la colina del Escobillar;						
1558.wav|alameda sin flores y sin árboles copados, que por lo apacible y retirada me era gratísima						
1559.wav|A la sombra de un naranjo, el único crecido y frondoso, en cuya copa anidaban bulliciosos pajarillos, pasaba yo la mañana 						
1560.wav|Allí, en un asiento musgoso y desportillado, me entregaba yo a la lectura de mis autores favoritos;						
